Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDG53,OUT027,4963.5
FDO27,OUT019,567.26
NCF54,OUT018,1911.5
FDC20,OUT027,3002.7
FDU10,OUT046,910.81
DRA24,OUT018,3137.2
FDA02,OUT010,294.28
FDG10,OUT017,801.62
FDW39,OUT010,453.4
FDP04,OUT019,122.5
NCM55,OUT013,2656.5
FDG47,OUT045,2885.5
NCU41,OUT017,595.22
NCK31,OUT017,717.73
FDZ46,OUT045,1901.5
FDU13,OUT027,3761.7
NCF19,OUT045,1821.6
NCJ43,OUT013,5690.5
NCJ05,OUT045,3369.6
FDS04,OUT027,4916.9
FDX28,OUT010,101.2
FDB41,OUT027,1480
FDG53,OUT046,838.9
FDL15,OUT010,152.46
FDQ08,OUT049,1754.3
DRN36,OUT013,2251
FDI46,OUT013,2516.7
FDG16,OUT027,6817.7
FDV32,OUT013,2143.8
FDF44,OUT010,263.65
FDK04,OUT018,2546.6
NCA41,OUT013,1346.9
FDD51,OUT017,905.48
NCZ53,OUT045,3542
FDP01,OUT027,4857.6
FDY25,OUT049,3775
FDB17,OUT018,2535.3
NCV54,OUT018,2059.9
FDJ32,OUT017,2306.9
FDA37,OUT049,2956.1
FDG35,OUT035,2954.1
NCM05,OUT018,3974.8
FDG45,OUT046,4687.2
FDH28,OUT013,388.16
NCE18,OUT049,2988.1
FDH38,OUT045,1158.4
FDR56,OUT013,1970.7
FDH17,OUT027,2189.8
FDD39,OUT049,5193.2
FDB41,OUT049,2290.3
NCR53,OUT046,4950.8
FDX46,OUT017,2548
FDV28,OUT049,986.71
FDA08,OUT018,3617.9
FDH45,OUT017,809.61
NCS38,OUT010,115.84
FDD40,OUT010,975.39
DRM59,OUT035,1491.3
NCJ43,OUT018,3896.2
NCN29,OUT013,717.73
NCC19,OUT045,4649.9
FDR56,OUT035,2936.1
FDZ43,OUT049,2908.2
FDJ32,OUT010,73.238
DRH03,OUT017,1304.9
NCZ54,OUT035,4711.2
FDE26,OUT017,2624.5
FDS03,OUT045,958.75
DRZ24,OUT019,452.74
FDO48,OUT027,6207.9
FDW39,OUT049,2141.2
NCK05,OUT049,1857.5
NCK30,OUT017,4819.7
FDT27,OUT018,4687.2
FDS08,OUT019,359.53
NCJ19,OUT049,2804.3
FDC58,OUT045,1362.2
DRE37,OUT013,4247.8
FDW02,OUT035,2628.5
FDJ02,OUT010,294.28
FDX09,OUT045,3705.1
FDT31,OUT010,555.27
FDI24,OUT049,2336.9
FDY09,OUT045,2085.2
FDV28,OUT045,1120.5
DRM47,OUT049,3057.3
FDT52,OUT019,687.1
FDI48,OUT018,1209.7
FDY55,OUT017,7452.9
FDU48,OUT013,1701.7
FDN25,OUT045,2748.4
FDP20,OUT049,2024
FDJ15,OUT013,5069.4
FDD04,OUT018,1826.2
FDY58,OUT045,6622.7
FDR37,OUT018,5634.6
FDF44,OUT013,2055.9
FDD32,OUT045,577.91
FDR57,OUT017,2828.3
DRG39,OUT027,3002.7
FDX15,OUT017,1283.6
DRN37,OUT045,3617.9
FDW40,OUT027,4350.3
FDB32,OUT049,2816.3
FDM40,OUT018,1596.5
FDE39,OUT027,2488.7
DRH49,OUT017,247.67
FDT46,OUT049,1012
NCF06,OUT035,517.99
FDP07,OUT017,2324.9
FDC04,OUT013,2900.2
FDZ32,OUT017,946.76
FDD50,OUT045,1860.2
FDU56,OUT017,1659.8
FDV34,OUT017,801.62
NCY41,OUT013,970.73
NCK18,OUT046,4293
DRH25,OUT049,607.87
FDT57,OUT046,4740.4
FDV56,OUT018,1810.9
FDV12,OUT045,1773.6
FDN52,OUT017,852.22
FDX38,OUT035,826.25
FDE47,OUT018,2544.6
NCO07,OUT013,5752.5
FDV09,OUT027,3281
FDZ23,OUT019,555.27
DRH51,OUT018,1318.2
NCY54,OUT045,1379.5
DRG49,OUT013,7086.1
NCC19,OUT049,5020.1
NCV53,OUT045,5512.8
FDZ47,OUT019,206.39
NCO26,OUT018,1946.7
NCP02,OUT045,2192.4
NCW30,OUT018,4402.9
NCN55,OUT046,4687.2
FDB20,OUT010,126.5
DRL11,OUT013,4402.2
DRD60,OUT045,6179.9
FDW14,OUT010,89.883
FDL27,OUT010,58.59
FDU09,OUT018,2597.2
DRH36,OUT027,2679.8
FDP34,OUT027,2888.2
FDE04,OUT017,3415.5
FDZ57,OUT027,4093.3
FDF02,OUT010,285.62
FDG28,OUT045,3920.2
NCI31,OUT046,1042.6
FDT43,OUT013,717.73
FDU20,OUT046,1325.6
FDD53,OUT013,1362.2
FDW15,OUT045,3795
NCT53,OUT045,2302.3
NCG55,OUT027,2488.7
FDD48,OUT035,2748.4
FDG47,OUT049,5233.1
FDI21,OUT017,2192.4
FDT27,OUT017,4687.2
DRO35,OUT013,1540.6
FDD33,OUT017,3579.3
FDC04,OUT035,1965.4
FDY34,OUT013,1823.6
DRJ49,OUT049,602.54
FDE05,OUT049,2707.1
FDU31,OUT017,3255.7
NCN19,OUT027,3307.6
FDK56,OUT027,7033.5
FDK58,OUT017,3137.2
NCJ42,OUT035,1230.3
FDZ34,OUT027,5944.2
FDA52,OUT018,1751
NCR29,OUT013,1145.1
FDT48,OUT035,396.81
DRJ51,OUT019,255.66
NCS54,OUT046,1940.8
FDV01,OUT035,3568
DRG51,OUT027,7503.5
NCG42,OUT013,3952.1
FDA51,OUT049,1540.6
FDV19,OUT010,160.45
NCT18,OUT045,3259.7
NCS41,OUT045,4042.7
FDO03,OUT046,3435.5
FDL12,OUT010,154.46
FDY37,OUT010,294.28
FDI58,OUT049,2006.7
FDT28,OUT018,1805.6
NCC42,OUT010,503.34
FDO01,OUT017,2956.1
FDJ02,OUT013,2354.2
FDQ04,OUT018,1480
DRL47,OUT013,3020
FDZ32,OUT035,946.76
FDC35,OUT035,3105.9
FDX14,OUT045,1290.3
FDZ35,OUT013,1045.3
FDL14,OUT013,3739.1
FDO04,OUT049,1534
DRK11,OUT017,1938.8
FDB44,OUT018,844.23
FDZ50,OUT049,4042.7
FDI12,OUT027,2406.2
FDU43,OUT017,2908.2
FDD58,OUT010,399.48
FDB27,OUT017,1576.6
FDB04,OUT018,1494
NCO17,OUT013,2607.2
FDL12,OUT017,1288.9
DRJ13,OUT049,1315.6
FDD57,OUT045,952.09
FDW19,OUT035,663.13
DRD27,OUT018,1867.5
FDH27,OUT027,4026.7
NCW30,OUT027,13086
FDR40,OUT018,402.8
FDG05,OUT013,2659.8
NCY41,OUT019,34.621
FDI38,OUT018,5797.7
FDR20,OUT046,1323.6
FDE09,OUT017,994.7
FDN50,OUT019,183.76
DRF27,OUT045,5053.4
DRF51,OUT013,934.78
NCO02,OUT019,316.25
FDB51,OUT027,2192.4
FDJ50,OUT013,607.87
FDN52,OUT013,1278.3
FDX14,OUT013,1312.9
FDT27,OUT019,264.98
FDV10,OUT013,701.75
FDU33,OUT046,918.8
FDU58,OUT046,3529.4
NCP42,OUT027,3511.4
FDL51,OUT027,4247.8
DRH15,OUT027,809.61
FDU16,OUT017,671.12
FDW15,OUT017,3795
FDQ44,OUT045,2544.6
NCI06,OUT027,3415.5
DRK23,OUT019,246.34
FDC28,OUT035,1901.5
NCY17,OUT019,79.896
NCV05,OUT018,2816.3
FDM34,OUT019,506
DRD60,OUT027,5070.7
FDT38,OUT046,697.75
FDQ57,OUT018,3149.2
FDE59,OUT027,769.66
NCM43,OUT046,2446.8
DRI51,OUT049,1867.5
NCG30,OUT017,1108.5
NCK54,OUT035,1048.6
FDQ16,OUT019,339.55
FDI36,OUT013,1170.4
FDX16,OUT027,3266.4
FDA34,OUT046,1235
FDJ48,OUT018,3495.4
FDU47,OUT035,1442.7
FDS39,OUT046,2410.8
FDD11,OUT046,1258.3
FDM16,OUT027,2512.7
FDU56,OUT018,4925.5
FDQ32,OUT017,3095.9
DRK35,OUT013,796.96
FDA58,OUT049,942.77
DRG48,OUT019,477.37
FDT59,OUT010,862.87
FDQ31,OUT019,515.32
FDS51,OUT018,1857.5
FDW32,OUT027,2406.2
FDI15,OUT027,1324.9
NCV30,OUT017,2150.5
DRG25,OUT049,4727.1
FDT02,OUT013,293.61
FDO33,OUT027,3355.6
FDP38,OUT035,1821.6
FDZ45,OUT035,1182.4
NCA54,OUT027,3415.5
FDU33,OUT017,918.8
FDN58,OUT017,3707.1
FDI05,OUT045,1614.5
FDM57,OUT019,165.11
NCS42,OUT027,1850.9
FDB57,OUT045,3113.2
FDC03,OUT045,2182.4
FDZ58,OUT013,2665.8
NCK29,OUT045,2956.1
NCR53,OUT045,3375.6
FDE26,OUT027,4228.4
FDU52,OUT049,3103.9
FDE41,OUT027,1677.8
FDU38,OUT018,1118.5
FDA52,OUT017,3528.7
FDW46,OUT046,1597.9
DRI59,OUT035,1612.5
FDT38,OUT035,697.75
FDL33,OUT018,2936.1
FDQ01,OUT027,7883
FDJ08,OUT046,6050.7
FDQ47,OUT049,1318.2
NCZ18,OUT013,6088
FDE29,OUT017,1514.6
FDF10,OUT027,1895.5
FDC48,OUT049,1403.5
FDY58,OUT013,6622.7
NCX30,OUT010,788.97
FDV11,OUT013,2942.8
FDT46,OUT046,1012
DRD01,OUT019,161.78
FDQ11,OUT013,5396.9
NCM41,OUT017,826.92
NCC55,OUT013,769.66
FDG45,OUT027,4432.2
NCQ54,OUT049,2358.2
FDM34,OUT045,1761.7
FDD17,OUT019,687.1
FDN38,OUT027,9158
FDB53,OUT018,2808.3
NCL06,OUT035,2878.2
NCV18,OUT019,165.11
FDX25,OUT013,2940.1
FDB39,OUT046,2597.2
FDC33,OUT049,1182.4
NCO14,OUT018,1543.3
FDA58,OUT027,5359.6
NCQ02,OUT017,6897.6
NCR53,OUT017,3375.6
FDN52,OUT046,852.22
FDG26,OUT046,7028.8
FDE23,OUT027,1516
DRI37,OUT013,1033.3
DRH37,OUT018,1480
FDO01,OUT035,2956.1
FDK45,OUT049,1390.1
FDP23,OUT049,1095.2
FDM33,OUT035,5068.7
FDD36,OUT017,1325.6
FDL56,OUT017,1731
FDT27,OUT010,237.69
FDG52,OUT017,419.45
NCL42,OUT035,5346.3
DRJ24,OUT046,3942.8
FDV38,OUT046,2492.7
FDT35,OUT045,6426.3
FDY51,OUT045,4848.3
FDC37,OUT017,3751.7
NCP43,OUT013,3428.2
FDO33,OUT045,452.74
FDW04,OUT018,3635.2
NCC31,OUT046,4016.1
FDK22,OUT049,1947.4
FDJ50,OUT017,1544.6
FDV13,OUT017,703.08
DRL60,OUT017,2439.4
FDW03,OUT017,1045.3
FDY27,OUT035,1784.3
FDB39,OUT027,3002.7
FDU59,OUT045,3574
FDZ57,OUT049,2066.6
FDO21,OUT049,4380.9
FDS43,OUT018,4933.5
FDU28,OUT010,376.84
FDC51,OUT010,119.17
FDW16,OUT010,193.08
FDP32,OUT010,117.84
FDB60,OUT019,198.4
NCQ30,OUT046,2157.1
FDD26,OUT049,7590.1
FDI44,OUT045,231.69
DRH23,OUT046,2597.2
FDO44,OUT046,663.13
FDG04,OUT046,567.26
FDM32,OUT027,3713.1
FDM09,OUT013,2886.2
FDZ47,OUT013,958.75
FDM40,OUT027,4916.9
FDY48,OUT017,1105.8
NCM30,OUT045,701.75
FDX36,OUT010,450.08
DRF03,OUT017,1024.6
FDN51,OUT049,4757.8
FDM57,OUT049,1116.5
FDB35,OUT049,1929.4
FDY13,OUT027,3292.3
FDA37,OUT017,2848.2
NCX53,OUT017,2360.9
FDD59,OUT018,966.74
FDX10,OUT019,135.82
FDC03,OUT018,3331.6
FDW43,OUT035,910.81
FDW10,OUT046,529.31
FDY14,OUT027,7646
FDV43,OUT045,1304.9
FDO40,OUT013,994.7
FDP46,OUT027,2113.2
NCE43,OUT019,170.44
FDD05,OUT035,1687.1
FDJ60,OUT010,499.35
DRE27,OUT018,1171.8
FDO11,OUT035,5153.2
DRG11,OUT027,4225.1
FDK33,OUT010,436.76
DRM23,OUT045,2816.3
FDJ02,OUT027,3661.9
NCZ05,OUT045,509.33
NCL30,OUT013,639.16
FDZ19,OUT018,1379.5
FDM45,OUT049,2059.9
FDO36,OUT046,2328.3
NCK31,OUT045,717.73
DRJ37,OUT045,2580.6
FDP24,OUT018,2665.8
FDF46,OUT013,1267
FDX46,OUT019,123.83
NCL18,OUT045,1166.4
FDJ26,OUT013,637.17
FDJ07,OUT045,815.6
FDY15,OUT013,1151.1
DRG01,OUT045,2679.8
FDF58,OUT045,1201.7
FDZ14,OUT019,357.53
FDP31,OUT049,2237
FDH45,OUT013,809.61
FDA09,OUT010,171.77
FDW31,OUT035,1379.5
FDA57,OUT046,1358.2
NCE55,OUT035,2069.3
FDC17,OUT019,1482
FDC59,OUT013,2518.7
FDA22,OUT013,2886.2
FDK52,OUT035,4288.4
NCM26,OUT046,1511.3
NCT53,OUT035,2840.9
FDW45,OUT018,4119.9
NCI18,OUT035,2692.4
FDE38,OUT018,2818.3
FDF08,OUT019,515.32
FDY58,OUT010,689.1
FDF58,OUT019,400.81
FDX39,OUT017,3799
FDB44,OUT049,844.23
FDF28,OUT013,2614.5
FDE39,OUT013,2432.8
FDT37,OUT018,3542
FDZ45,OUT017,3559.3
FDO40,OUT035,3131.9
FDM57,OUT027,1380.8
DRG36,OUT017,3935.5
FDY36,OUT010,82.559
DRL60,OUT027,1071.9
FDS25,OUT019,211.72
DRF49,OUT027,4250.4
FDP16,OUT045,7370.4
FDS60,OUT049,1438.1
FDU15,OUT027,1296.3
FDK43,OUT046,3036
FDN25,OUT046,1114.5
FDE53,OUT049,1491.3
FDB22,OUT013,2106.5
FDE39,OUT017,3456.1
FDX35,OUT035,663.13
NCG54,OUT049,3617.9
FDH27,OUT035,1725.7
NCK42,OUT013,2804.3
FDS25,OUT049,2542
FDI10,OUT018,5000.8
FDU35,OUT035,2463.4
FDI04,OUT017,3559.3
DRK23,OUT035,7843.1
FDB53,OUT019,295.61
FDY02,OUT049,4578
FDM60,OUT035,1096.5
NCJ31,OUT010,913.47
DRP35,OUT017,1150.5
NCQ30,OUT018,2544.6
DRL11,OUT010,291.62
FDU01,OUT013,2205.1
FDR39,OUT035,2736.4
FDO08,OUT046,3617.9
FDC02,OUT045,3644.5
NCZ29,OUT035,2265
FDF29,OUT010,503.34
FDZ23,OUT017,1491.3
NCU53,OUT018,2155.1
NCW30,OUT013,4402.9
NCM26,OUT027,3281
FDV50,OUT027,1981.4
FDW15,OUT049,1300.3
FDI35,OUT027,7968.2
FDO11,OUT017,5153.2
FDN48,OUT046,2113.2
NCA17,OUT049,2889.5
NCN54,OUT013,1635.8
FDP22,OUT013,2290.3
NCB54,OUT035,1867.5
FDD08,OUT045,417.45
DRM48,OUT010,135.82
FDG41,OUT027,3150.5
FDE44,OUT027,2492.7
FDE26,OUT035,2745
NCS38,OUT013,2732.4
NCJ54,OUT018,3739.1
FDI40,OUT019,402.14
FDN45,OUT018,1789.6
FDU43,OUT046,3635.2
FDI04,OUT010,386.16
NCC07,OUT018,1149.8
NCC07,OUT019,307.59
NCD18,OUT045,4837.7
FDU55,OUT035,2863.6
FDX59,OUT035,984.71
FDR52,OUT049,5159.2
NCP17,OUT013,1857.5
FDQ32,OUT045,3095.9
NCT17,OUT049,5159.2
FDO10,OUT049,1201.7
FDE32,OUT049,1024.6
FDN44,OUT045,1917.5
FDH02,OUT035,181.09
FDK60,OUT013,868.86
FDS24,OUT019,265.65
FDL03,OUT010,1482
FDB46,OUT027,3285.7
FDO48,OUT049,1989.4
FDZ39,OUT049,1031.9
FDT02,OUT027,1042.6
FDC50,OUT013,1428.1
FDP39,OUT035,1298.3
DRG15,OUT018,2073.9
FDP10,OUT018,1704.4
FDF53,OUT027,4119.3
FDN34,OUT045,2367.5
FDK02,OUT045,2059.9
FDC23,OUT045,3803
FDJ10,OUT019,429.44
FDE53,OUT035,852.22
FDR25,OUT035,1059.9
FDW50,OUT046,2005.3
FDS09,OUT049,759.01
FDW49,OUT010,892.17
FDU51,OUT046,3364.9
FDF28,OUT018,2614.5
NCY30,OUT018,2535.3
FDD44,OUT045,1537.9
FDX09,OUT017,3705.1
NCF30,OUT013,2516.7
FDZ50,OUT019,555.27
FDW37,OUT013,1797.6
FDD11,OUT049,5285.1
DRH39,OUT018,2450.1
FDA36,OUT049,5386.9
NCG43,OUT049,1018
FDF02,OUT035,3383.5
FDP57,OUT027,2833.6
NCE42,OUT017,3739.1
NCR38,OUT027,5522.8
FDP03,OUT019,675.12
FDO51,OUT035,1107.8
NCQ42,OUT046,2924.8
NCM41,OUT046,1258.3
FDH48,OUT027,241.68
DRF60,OUT046,3485.4
FDJ27,OUT035,1208.4
FDQ14,OUT013,1901.5
FDN27,OUT017,2607.2
NCQ02,OUT046,567.26
FDJ33,OUT049,1609.9
FDP07,OUT027,6242.5
DRE01,OUT049,3813.7
FDU36,OUT045,708.41
FDL28,OUT017,6093.4
NCX53,OUT046,2360.9
FDZ39,OUT013,1031.9
NCP42,OUT013,2324.9
FDJ14,OUT035,1288.9
FDK04,OUT049,1145.1
NCC19,OUT017,4649.9
FDS09,OUT018,759.01
FDZ02,OUT046,798.96
FDD35,OUT018,2586.6
NCY42,OUT017,3006
FDB05,OUT045,6404.9
FDF20,OUT035,2886.2
NCO41,OUT018,552.61
FDC40,OUT027,2067.3
FDV58,OUT045,4306.3
FDZ57,OUT045,1845.5
DRM35,OUT046,3896.2
DRN36,OUT018,1263.6
FDQ13,OUT046,1593.9
DRO35,OUT010,119.17
NCD43,OUT035,509.33
FDA51,OUT018,1958.1
NCX17,OUT027,6705.2
NCZ17,OUT049,1480
FDR11,OUT027,3889.6
FDW34,OUT049,3645.2
FDN50,OUT017,2097.9
FDS09,OUT046,759.01
FDS48,OUT018,1504.7
FDL44,OUT049,3073.9
DRF48,OUT018,1496.7
FDA14,OUT018,1464.7
NCD30,OUT049,1229
FDI16,OUT017,2290.3
NCG06,OUT035,2061.3
DRZ24,OUT035,2157.1
NCS17,OUT045,1272.3
FDB37,OUT045,3364.9
FDE10,OUT035,516.66
FDC57,OUT045,1158.4
FDM12,OUT018,1491.3
FDE24,OUT049,1826.2
FDW22,OUT045,3599.3
DRD01,OUT027,1209.7
NCZ18,OUT027,7883
FDN49,OUT045,905.48
FDR22,OUT035,4695.2
FDV08,OUT019,91.88
FDY39,OUT046,5715.2
FDV36,OUT049,3962.8
FDO60,OUT045,624.52
FDU04,OUT027,3012.7
FDR20,OUT027,2187.1
FDW19,OUT019,420.78
FDU40,OUT049,3099.9
FDK15,OUT045,1944.1
DRF15,OUT035,2190.4
FDQ25,OUT017,2241.7
FDI48,OUT019,53.263
FDS49,OUT046,2277
FDV22,OUT046,3435.5
NCV42,OUT046,1965.4
FDX26,OUT046,3101.2
FDI33,OUT018,703.08
FDZ14,OUT049,3835
FDG10,OUT013,973.39
FDM38,OUT018,2290.3
FDG26,OUT027,6630
FDH46,OUT035,1651.1
FDN13,OUT018,1867.5
FDU57,OUT035,2106.5
NCI06,OUT046,3896.2
FDM38,OUT045,2290.3
NCG42,OUT010,524.65
FDL39,OUT045,3969.4
FDT31,OUT019,379.5
FDV59,OUT013,5660.6
FDB49,OUT035,1547.9
FDD58,OUT049,2954.1
DRN59,OUT046,1304.9
FDX48,OUT049,1402.1
FDQ11,OUT049,2050.6
FDY12,OUT049,2290.3
FDQ11,OUT045,5396.9
DRI11,OUT017,2073.3
FDY32,OUT027,1006.6
FDS51,OUT045,1661.8
FDR19,OUT010,143.14
DRB13,OUT018,3415.5
FDS21,OUT035,2192.4
FDQ40,OUT045,2988.1
NCE55,OUT013,2069.3
FDX43,OUT027,4161.2
FDS12,OUT049,2530
DRK01,OUT027,2588.6
FDN25,OUT017,2748.4
FDB60,OUT046,1904.1
FDQ13,OUT017,1593.9
DRK13,OUT045,4471.5
DRF25,OUT018,1281.6
NCD42,OUT019,79.896
FDW25,OUT045,852.22
NCV29,OUT027,6066.7
NCK42,OUT035,1725.7
DRJ13,OUT027,3675.2
DRD15,OUT017,3020.7
FDM27,OUT045,1577.9
FDZ50,OUT018,4042.7
FDC04,OUT046,2416.8
FDF50,OUT049,3338.9
FDP15,OUT045,1035.9
FDK46,OUT035,8132
FDZ56,OUT018,2863.6
FDY60,OUT049,1438.1
FDB10,OUT035,4242.4
FDR57,OUT045,2828.3
FDU58,OUT049,3529.4
FDH02,OUT046,181.09
FDP48,OUT013,2345.6
FDI46,OUT035,2516.7
FDW56,OUT013,780.31
NCM19,OUT010,111.18
FDS50,OUT027,4199.8
FDK24,OUT013,1041.3
FDO36,OUT017,6157.3
FDK45,OUT027,3866.9
NCL05,OUT045,1362.2
FDL32,OUT018,948.09
FDA28,OUT049,1761.7
FDY36,OUT018,1171.8
FDP32,OUT018,1780.3
FDL50,OUT046,871.53
DRC24,OUT049,1504.7
NCS18,OUT017,2143.8
FDD16,OUT017,2512.7
NCV18,OUT013,1211.7
FDX07,OUT046,5386.9
NCZ05,OUT027,2876.2
NCI31,OUT013,842.23
FDK14,OUT049,1165.1
NCR06,OUT045,484.7
NCF54,OUT049,1911.5
DRG23,OUT010,307.59
FDD53,OUT046,671.12
NCM31,OUT027,4538
FDT16,OUT017,8851.1
FDR40,OUT035,402.8
DRG25,OUT017,5406.2
FDT10,OUT035,2043.3
FDY32,OUT013,4586
FDN50,OUT035,932.12
FDZ35,OUT019,104.53
NCP54,OUT045,2544.6
NCD07,OUT035,1018.6
FDS02,OUT018,3535.3
DRN59,OUT018,826.25
DRB24,OUT013,4016.1
FDP37,OUT027,4916.9
DRB01,OUT018,2492.7
FDR47,OUT046,1323.6
NCM31,OUT010,117.84
NCF06,OUT027,6474.2
NCV17,OUT027,3410.2
FDS10,OUT049,2479.4
FDN52,OUT035,852.22
FDZ48,OUT013,2908.2
FDJ48,OUT049,3735.1
DRB13,OUT027,1917.5
FDV59,OUT017,5660.6
FDL32,OUT035,1556.6
FDZ12,OUT035,4008.1
NCR06,OUT027,484.7
FDP51,OUT017,2450.1
FDY22,OUT013,575.25
FDZ38,OUT049,4637.9
NCO54,OUT035,3002.7
FDR23,OUT035,2696.4
FDM38,OUT049,1125.8
FDS25,OUT013,4250.4
FDZ22,OUT013,665.8
FDZ20,OUT019,249
FDD45,OUT010,197.07
FDN03,OUT049,2988.1
NCW30,OUT046,517.99
FDY24,OUT027,2597.2
FDJ26,OUT019,219.04
FDM15,OUT049,1491.3
NCW54,OUT027,2043.3
FDA23,OUT045,1113.2
FDA39,OUT019,79.896
FDZ12,OUT017,2745
NCB42,OUT046,1757.7
FDL16,OUT046,2492.7
FDO24,OUT019,459.4
NCP42,OUT046,1904.1
FDR19,OUT018,2770.3
DRL01,OUT045,6309.7
FDV37,OUT046,1186.4
FDI41,OUT010,147.14
FDF58,OUT049,1201.7
NCF43,OUT018,2004
FDN02,OUT049,2070.6
NCP41,OUT035,1393.5
NCY17,OUT027,1120.5
FDL58,OUT027,5697.9
NCA30,OUT027,5313
FDE46,OUT018,1662.5
FDY38,OUT035,2330.3
NCH29,OUT027,1641.1
FDO20,OUT045,3280.3
FDP44,OUT018,615.19
FDM02,OUT027,2940.1
FDJ14,OUT027,1845.5
FDH04,OUT010,170.44
DRK23,OUT046,4229.1
NCW05,OUT046,1376.2
FDF12,OUT049,2106.5
FDL51,OUT019,398.14
FDN03,OUT018,5976.2
DRJ37,OUT049,2580.6
FDM12,OUT019,945.43
FDA16,OUT045,2210.4
NCB07,OUT017,3259.7
NCI17,OUT019,567.26
FDR51,OUT046,2407.5
FDJ55,OUT045,4950.8
NCZ17,OUT013,1480
FDU25,OUT013,1737.7
NCG18,OUT045,1743
DRM11,OUT017,2863.6
FDH16,OUT035,2554
FDZ04,OUT018,1640.5
NCX53,OUT035,2360.9
FDX38,OUT027,631.84
FDX09,OUT046,3033.3
NCW05,OUT018,894.83
NCS41,OUT017,4042.7
FDI26,OUT046,4460.8
NCZ41,OUT027,7158.6
NCK06,OUT046,2463.4
FDX23,OUT027,4036.7
NCA42,OUT046,3427.5
FDC20,OUT049,3002.7
DRC49,OUT018,2745
FDX01,OUT013,1787.6
FDC08,OUT045,5206.5
FDC02,OUT017,3644.5
FDK10,OUT045,3896.2
DRC24,OUT013,3782.4
FDW16,OUT019,293.61
NCU06,OUT018,4364.3
DRA59,OUT045,5406.2
FDR24,OUT019,89.883
DRL35,OUT018,1362.2
FDA49,OUT013,697.75
NCC55,OUT046,769.66
DRD24,OUT019,283.63
NCE55,OUT049,2069.3
FDT33,OUT045,2376.9
NCT53,OUT013,2302.3
FDS26,OUT046,3579.3
FDL22,OUT018,2462.7
FDP44,OUT017,1537.9
FDC52,OUT018,1956.1
FDI53,OUT010,633.84
FDZ23,OUT046,2796.3
NCT18,OUT013,5163.9
FDR13,OUT046,810.94
FDB09,OUT010,128.49
FDZ60,OUT013,539.29
FDB11,OUT046,4119.9
FDC10,OUT018,2059.9
FDW56,OUT035,780.31
FDK14,OUT027,2348.9
DRE27,OUT027,2269
FDA38,OUT017,3124.5
FDT11,OUT045,3605.3
FDP15,OUT035,2045.3
FDV27,OUT035,1062.6
FDS36,OUT027,2327.6
FDY40,OUT027,1069.2
NCF19,OUT049,1821.6
FDF53,OUT045,3067.3
FDS14,OUT027,3787
FDE56,OUT046,2291
FDZ19,OUT035,2988.1
FDZ46,OUT013,1018.6
FDR16,OUT046,5343
FDG29,OUT018,419.45
NCE30,OUT017,3440.8
FDZ40,OUT046,1821.6
FDG58,OUT018,1821.6
DRH03,OUT013,838.9
FDZ47,OUT045,1686.4
FDV04,OUT018,1257
FDZ10,OUT018,1867.5
FDG46,OUT017,2732.4
NCF07,OUT045,2579.3
FDY44,OUT035,1370.2
FDB21,OUT013,1687.1
FDS20,OUT035,2028.6
FDS49,OUT049,1480
FDX55,OUT027,4432.2
NCQ02,OUT018,2816.3
FDR25,OUT013,3974.8
DRG39,OUT045,3002.7
FDB46,OUT046,1935.4
NCC30,OUT018,2479.4
FDE58,OUT035,2665.8
FDC05,OUT019,1078.5
FDY15,OUT046,2034
FDG14,OUT046,4402.2
FDL08,OUT049,5681.2
FDQ47,OUT013,1318.2
FDN12,OUT035,3235.7
FDW10,OUT013,2117.2
FDD02,OUT035,1422.1
FDX35,OUT010,934.78
FDT35,OUT046,6426.3
DRN47,OUT019,177.76
FDB11,OUT010,1775.6
FDN20,OUT045,2874.9
FDB59,OUT035,4379.6
FDJ58,OUT045,3779
FDU60,OUT046,6426.3
FDS03,OUT049,1614.5
FDU40,OUT019,384.83
DRH15,OUT049,809.61
FDD04,OUT027,4458.1
FDQ01,OUT046,3060
FDF28,OUT035,1108.5
FDD22,OUT010,115.84
FDY19,OUT046,2239
FDN33,OUT035,2079.9
FDV36,OUT035,3962.8
FDW01,OUT010,152.46
FDJ28,OUT049,3078.6
FDB17,OUT035,1422.1
FDM40,OUT049,2552.6
FDV46,OUT045,2936.1
FDQ44,OUT049,2059.9
NCD42,OUT046,1021.3
DRH37,OUT046,5920.2
FDR10,OUT018,1787
NCD06,OUT027,2492.7
FDI53,OUT046,942.77
FDG16,OUT035,5068.7
DRB25,OUT046,857.55
FDY09,OUT046,1593.9
FDX48,OUT045,1402.1
FDC03,OUT010,392.82
FDT47,OUT035,2396.8
FDW44,OUT027,4211.1
FDT24,OUT017,2450.1
FDT12,OUT019,788.97
NCS38,OUT035,1946.7
FDO39,OUT035,4042.7
FDA13,OUT046,721.06
FDO48,OUT035,2223.7
DRJ01,OUT017,3010.7
FDD53,OUT018,671.12
NCT05,OUT049,4346.3
FDQ51,OUT045,986.71
FDU60,OUT013,1651.1
FDC59,OUT046,958.75
FDP36,OUT035,2290.3
NCM19,OUT017,663.13
FDL16,OUT035,1120.5
FDE50,OUT018,3781.7
NCR18,OUT013,767
NCD30,OUT035,2281.6
FDH31,OUT013,2037.3
FDD56,OUT019,858.88
FDC47,OUT049,2563.3
FDZ21,OUT045,2799.6
