AC,CLUB,CPA,FS,GP,GYM,HK,INTERCOM,INTERNET,LIFT,PARK,PB,POOL,RWH,SC,SECURITY,SERVANT,STP,VP
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1
0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0
0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1
0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0
0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0
0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1
0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1
0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0
0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1
0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1
0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1
0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1
0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1
0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1
0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0
0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1
0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1
0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0
0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1
0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0
0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0
0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1
0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0
0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1
0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0
0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0
0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0
0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0
0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1
0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0
0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1
1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0
0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1
0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0
0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0
1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1
0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0
0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0
0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1
0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1
0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1
0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1
0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0
0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1
0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1
0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1
1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0
0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
